# [(2, 2), (3, 3), (3, 2), (3, 1), (4, 4), (4, 3), (4, 2), (4, 1), (5, 5)]
1.827353793110176028e+01 1.095670917413595902e+01 6.231020449225253000e-01 1.479979197586139827e-01 2.339823592508335270e+00 1.939374150099073546e-01 0.000000000000000000e+00
1.898335603081739720e+01 1.540606583291094012e+01 5.213158644682545084e-01 4.899364812258890645e-01 1.576623579025477673e+00 1.392411792377348245e-01 0.000000000000000000e+00
1.830901939057980599e+01 1.247071012184273897e+01 2.361403750214541297e-02 1.700648181611368326e-01 2.320869147648397579e+00 2.917449588077721145e+00 0.000000000000000000e+00
1.022118292113351501e+01 1.358219882455149019e+01 -6.732467106149848668e-01 -2.910889444193097697e-01 8.047244199214535598e+00 1.783476372758626249e+00 0.000000000000000000e+00
1.962994400276847173e+01 1.429879075462996063e+01 7.985071040440088197e-01 -8.572932357903129130e-03 9.217471798540859851e+00 2.832090033261112527e+00 0.000000000000000000e+00
1.799959883187072407e+01 1.752650022172658240e+01 -5.827283200047903566e-01 4.729849066230591426e-01 3.597761343575527349e+00 2.298822386594011835e+00 0.000000000000000000e+00
1.738030575365903729e+01 1.436917895896505115e+01 -3.204664938481945891e-01 -6.486659032603929731e-01 1.296974961643115432e+00 1.192303406241029817e-01 0.000000000000000000e+00
1.308343664457600752e+01 1.027885320879173747e+01 4.134323315368158003e-01 3.923123793291958261e-01 5.194188275957941414e+00 2.667747572750229779e+00 0.000000000000000000e+00
1.735868290243340439e+01 1.411813290486677452e+01 -2.551098462041502257e-01 -7.337635544989850045e-01 4.641753597507221940e+00 1.315784036291420440e-02 0.000000000000000000e+00
1.339634910050510364e+01 1.780192074496164167e+01 7.273626939374311373e-02 2.073692436499086078e-01 1.502287993532237298e+00 1.643209444327763391e+00 0.000000000000000000e+00
1.278029288788530948e+01 1.741887582463360218e+01 -3.633055714914930068e-01 -1.605235881892562722e-01 5.861357708195489735e+00 2.785911179361040269e+00 0.000000000000000000e+00
1.527519550984810337e+01 1.725220284920344227e+01 7.007561521409508831e-01 5.657803985620390996e-02 1.580400932335911612e+00 7.842850493184485572e-01 0.000000000000000000e+00
1.830953770007685932e+01 1.559971202055568540e+01 -2.645831380730484517e-01 -6.327378924465465460e-01 9.781705262999524919e+00 1.126761437529246956e+00 0.000000000000000000e+00
1.875050933236870421e+01 1.630259298725290762e+01 -2.268887560310600682e-01 5.659088896277937319e-01 7.561054135843706447e+00 1.883634307686113063e+00 0.000000000000000000e+00
1.369756566161349198e+01 1.159823671219361962e+01 -5.909230261746332147e-01 8.001457175414705691e-02 2.945400065411683865e+00 1.898573537461019978e+00 0.000000000000000000e+00
1.519139333299144567e+01 1.316553120795528287e+01 -1.158524712596751272e-01 -4.552842593218539569e-01 6.630878215242828944e+00 1.407528962190003896e-01 0.000000000000000000e+00
1.985394453138295745e+01 1.186690787492549148e+01 -6.318446232625508641e-01 4.935298719485921026e-01 2.668644594694660643e+00 1.930377354320340189e+00 0.000000000000000000e+00
1.810214714008384362e+01 1.923385216585613833e+01 -7.078345534526606642e-01 -4.208019876704622297e-01 9.000380176059220361e+00 2.370570166346448016e+00 0.000000000000000000e+00
1.271466426093288149e+01 1.026124711925921673e+01 4.598688128835859423e-01 1.401062641699448719e-01 8.399033926299974695e+00 1.820324075574076605e+00 0.000000000000000000e+00
1.173049169913941725e+01 1.422128638412442747e+01 -4.376007626744251033e-01 2.468550707464458593e-01 5.770697223288148159e-01 1.440060625568775787e+00 0.000000000000000000e+00
1.255774264459202172e+01 1.873054061286766014e+01 -4.729209198558292915e-01 -4.701166055124210152e-01 9.113882593098091789e+00 3.076230558891523081e+00 0.000000000000000000e+00
1.458882804992141935e+01 1.444437963177546536e+01 -5.086218087366316531e-01 2.466342122938773862e-01 6.836132062294569600e+00 7.758952042101382451e-01 0.000000000000000000e+00
1.478128238907209280e+01 1.811094130429589910e+01 6.068879629214043447e-01 -7.810062084003921434e-01 6.124764205118148119e+00 8.028407070819623126e-01 0.000000000000000000e+00
1.415619130998141273e+01 1.668690681274566145e+01 2.231197990355229255e-01 5.119867612361852505e-01 6.123139915879517226e+00 2.520613067778298078e+00 0.000000000000000000e+00
1.616294133137860456e+01 1.746661220585027507e+01 -6.290324901470389918e-01 -3.909275125024576636e-01 2.736672089051466195e+00 1.776851297728938572e+00 0.000000000000000000e+00
1.751561019228925886e+01 1.563472270915337958e+01 -6.979456719497556527e-02 -7.476742227753719883e-01 9.967130135263779778e-01 1.582043225057952140e+00 0.000000000000000000e+00
1.333541384408439789e+01 1.916885340338616217e+01 -6.935774273154637903e-01 4.324183990370777941e-02 8.692241477535906924e+00 1.439203321481161257e+00 0.000000000000000000e+00
1.632944494284892656e+01 1.058131015627780158e+01 4.564319651444239678e-01 -3.831484110519041142e-01 2.229645669914726014e+00 1.470197572476583892e+00 0.000000000000000000e+00
1.526758606842678390e+01 1.138563893506886870e+01 5.901940140398396206e-01 5.551812621053204833e-01 4.507851947290411054e+00 2.563249611717182130e+00 0.000000000000000000e+00
1.364215416138145898e+01 1.285260795986418358e+01 -1.688750276692326802e-01 -6.512317907045368504e-01 2.261730512950359540e+00 1.917261943712858185e+00 0.000000000000000000e+00
1.550051563350961636e+01 1.199948743160929432e+01 -7.054026034284913704e-01 -6.214215383440386820e-01 5.103037463746724178e+00 3.011527282724713039e-01 0.000000000000000000e+00
1.155210090231332565e+01 1.086236982908828708e+01 7.820316869941086324e-01 -7.556313019272388187e-01 1.541416097630093907e+00 1.814770064447016162e+00 0.000000000000000000e+00
1.757910369304980946e+01 1.616683560609709147e+01 -5.591861610191992682e-01 -7.527077222845635074e-02 4.532217201901572068e+00 2.250841762711748295e+00 0.000000000000000000e+00
1.271359692585718548e+01 1.610866286284016269e+01 6.892719723447207070e-01 4.149287230331248910e-01 6.452937335719715506e+00 2.848728752050426305e+00 0.000000000000000000e+00
1.689276685566132841e+01 1.561230504665533125e+01 -3.275883742105542007e-01 -7.702946172447386886e-01 5.820736678517416607e+00 1.729554429279859473e+00 0.000000000000000000e+00
1.453017784376192623e+01 1.679299470883159273e+01 2.298034723525743672e-03 -6.358507210142243515e-01 4.134877169061793367e+00 2.209434406711673127e+00 0.000000000000000000e+00
1.827141570527961889e+01 1.152897647141257487e+01 1.937305896111152226e-01 -2.140959223975368309e-01 2.439211434951372937e+00 7.437629067746075184e-02 0.000000000000000000e+00
1.144984487376919446e+01 1.100183823615204126e+01 4.644220482258905047e-01 -3.711028912705670035e-01 7.910552609329264406e+00 2.891799871302105363e+00 0.000000000000000000e+00
1.692819870675158356e+01 1.689666492711896240e+01 5.266077671602336085e-01 5.474475885927494456e-01 5.106842872150671120e+00 1.476665439072580410e+00 0.000000000000000000e+00
1.112512300852283786e+01 1.107878978083218158e+01 5.772891843709104798e-03 -7.389484885502766165e-01 8.901008475884824023e+00 2.545584183561159453e+00 0.000000000000000000e+00
1.522850898474682424e+01 1.260045457951243719e+01 -3.543855458586215312e-01 -1.994643883902245118e-01 9.669098438492440550e+00 2.423184801756268048e+00 0.000000000000000000e+00
1.479180759116368371e+01 1.359562963202951735e+01 -5.438210967483525504e-01 -1.492982041233616997e-01 6.673873254844446379e+00 3.033257504882872269e+00 0.000000000000000000e+00
1.459262331645913768e+01 1.608286557829933372e+01 -5.681856244455160132e-01 -5.024726411002613524e-01 6.018581068969433012e+00 3.033827874044910278e+00 0.000000000000000000e+00
1.018638435731233827e+01 1.524762333502015466e+01 -5.691305097405900959e-01 2.352139428623778450e-03 7.026057784884968349e+00 2.232535493284395045e+00 0.000000000000000000e+00
1.912159693890348677e+01 1.987810933598563778e+01 -5.450777377975735138e-02 -6.221871644994326767e-01 5.617581898590173317e+00 1.036459748442207680e-02 0.000000000000000000e+00
1.380566952592747931e+01 1.503223040682052236e+01 3.663840875737911507e-01 -5.250423637409902256e-01 3.984151295952856664e+00 3.806511226776532197e-01 0.000000000000000000e+00
1.459907500152453785e+01 1.884036224858031261e+01 1.092516261696174773e-02 7.488975080480597679e-01 8.960081841585113338e+00 2.368500317940920863e-01 0.000000000000000000e+00
1.645890666068113362e+01 1.911685085529984462e+01 -3.220715161778773816e-01 7.168301044868348182e-01 5.456361766128721591e+00 8.242469978815323284e-01 0.000000000000000000e+00
1.410201248582002975e+01 1.551080640424419599e+01 -1.959543528682956559e-01 -5.239858080942427776e-01 7.091695370656453612e+00 4.907034889046787418e-01 0.000000000000000000e+00
1.651705933238910617e+01 1.000280158969006550e+01 2.239307958293912382e-01 3.011918188785294159e-01 6.995950617055733289e+00 2.390126963930976067e-01 0.000000000000000000e+00
