1.838510794601891263e+00 9.488848630083484892e+00
-6.414147063986643360e+00 -1.393798296778367529e+00
-7.280738154324151168e-01 2.789377643477328306e+00
-4.227705647785224841e-01 -4.780222648252383522e-01
-1.255159289346048368e+00 -7.634592471256913981e+00
-2.087626823486308680e+00 5.584087890699866108e+00
6.549043533140846307e+00 6.984501981278320670e+00
-5.033761046677311946e+00 -9.397407402268960652e+00
4.335829078169417983e+00 2.148321617997751787e+00
-5.293238002735884962e+00 -5.597927217902014974e+00
2.235097182665416682e+00 -9.541649712874418654e+00
5.418961188466617784e+00 -8.608117206135855071e+00
-9.978217109677508745e+00 -4.669320115047435493e+00
-5.054426460781193953e-01 -6.848699546372387204e+00
-3.710899406314895899e+00 2.072113770886904405e+00
-9.725476807996940920e+00 -1.395292520864046537e-01
-7.192714026453446152e+00 -8.580452150114563636e+00
5.455576026883164786e+00 6.373410833632821237e+00
-5.453532650177709939e+00 -8.929600977290617081e+00
-3.999814549633049054e+00 -6.948425638066360044e+00
6.250820720230606753e+00 5.256982407477842401e+00
8.006050052526916261e+00 -2.352425507499711799e+00
-5.755654156782004094e+00 9.815836585870947317e+00
8.036944339836853857e+00 -6.301752597961787217e+00
5.314306118888756814e+00 -4.380631008576171936e+00
5.391754616186636540e+00 2.392025753491305196e+00
8.046373576302308095e+00 7.887305499033509193e+00
-6.181362073463958495e-01 -6.411388958989299169e+00
-2.994302896319689822e+00 -8.565358561948102079e-01
-3.164267572488805413e+00 -4.316282562639559117e+00
5.322744784329440648e+00 -5.971718582238616513e+00
8.565309892206773412e+00 -9.511285308967726948e+00
1.488971874912150994e+00 2.620034993832934589e+00
2.667103642503827032e+00 3.730871391131675097e+00
-6.399497361364998582e+00 9.962908525751856814e-02
2.321959651838765737e+00 9.860363021314988430e+00
-4.425135302096965262e-01 4.311622664434803909e+00
-1.184595938003019100e+00 -2.760812213530074999e+00
8.352368973620816206e+00 -6.684510764269358418e+00
4.464273826436023995e+00 9.532102988608674110e+00
7.423367123875834750e-01 -8.290616561897401482e-01
-7.501005559778628040e+00 -1.434262085207578252e+00
7.946941412848907760e+00 -1.368707031516198214e+00
7.919221582196168896e+00 9.460737373808214556e-02
6.835646828886854820e+00 -1.573240371036350282e+00
-5.347187725000788205e+00 2.241466982117003681e+00
6.396474158541643362e+00 6.892530806471071969e+00
-6.863551944824923368e+00 -8.816567568129885402e+00
-8.324093461077312739e+00 6.309616877512926436e+00
1.037214005410120876e-01 5.002799342675336547e+00
-2.038096280813244121e+00 3.072683546450429404e+00
5.898173954450546930e+00 7.843633101260756746e+00
5.253019848455508622e+00 5.369886601398018655e+00
7.536924742977930691e+00 -1.948190964439470818e+00
-1.220790583196162515e+00 -4.025280326009326615e+00
3.757294379774847926e+00 -4.535388132640500558e+00
-7.672864462865335966e+00 9.861991052509061717e+00
6.557201659569741992e+00 4.545653484680050482e+00
7.655300000328587373e+00 4.007102133163709112e+00
-6.209030350549024746e+00 -5.105413065315492105e+00
5.914147897471270454e+00 -6.301967690482617179e+00
2.775441365755089151e-01 7.495969922264031027e+00
6.033363854552412420e+00 1.243357888955898716e+00
-7.146644173145650925e+00 -1.256288832921757859e+00
-8.794689531880537814e+00 3.028274516789988269e+00
-7.230702100398575638e+00 -1.260395896545960071e+00
3.479313390064341149e+00 9.395683625365602865e+00
7.346152966981215116e+00 4.866476183391272414e+00
-2.592536505326599183e-01 9.354836915036145228e+00
-9.597329426557283938e+00 1.446325621728385968e+00
8.669225614000950486e-01 9.932600685919595662e+00
9.893287059408280015e+00 5.168634551895653573e+00
4.881423136261204831e-01 -9.009132625331519151e+00
1.460828860328222234e+00 6.897015129036102365e+00
-2.713637471261895584e+00 6.970350741574726783e+00
2.775588644678350647e-01 -9.598011908224110655e+00
-1.667680814847310344e+00 2.024242282624321376e+00
2.129867623836268820e+00 -6.551105453612812823e+00
7.147822071495607332e+00 -8.885545381919612851e+00
2.071448515570228466e+00 -6.562104533834780540e+00
8.404773570296306673e-01 4.524472084898691904e+00
-9.870610286199124062e+00 5.894668174545962813e+00
8.033410359726293137e+00 -3.088297536335041116e+00
9.096424163899786919e+00 -4.287022858525126878e-01
3.138365709251818458e+00 6.476679720478642821e+00
-3.143560765859438888e+00 1.231252562092073788e+00
6.648755098458082102e+00 -6.977564916194321398e+00
-3.340163754638525440e+00 -7.352164246416778681e+00
9.297011771811092729e+00 9.547738705202995391e+00
